"","country","year","donors","pop","pop_dens","gdp","gdp_lag","health","health_lag","pubhealth","roads","cerebvas","assault","external","txp_pop","world","opt","consent_law","consent_practice","consistent","ccode"
"119","Italy",1996-01-01,11,57397,19.0472555916904,21396,20652,1605,1524,5.4,116.312699269997,670,14,366,0.452985347666254,"Corporatist","In","Presumed","Informed","No","Ita"
"120","Italy",1997-01-01,11.6,57512,19.0854184641933,22030,21396,1705,1605,5.6,116.706078731395,669,12,365,0.452079566003617,"Corporatist","In","Presumed","Informed","No","Ita"
"121","Italy",1998-01-01,12.3,57588,19.1106391451517,23291,22030,1800,1705,5.6,109.640897409182,670,12,359,0.451482947836355,"Corporatist","In","Presumed","Informed","No","Ita"
"122","Italy",1999-01-01,13.7,57646,19.1298865069357,23729,23291,1853,1800,5.6,115.064358324949,627,11,343,0.451028692363737,"Corporatist","In","Presumed","Informed","No","Ita"
"123","Italy",2000-01-01,14.2,57762,19.1683812305038,24629,23729,2001,1853,6,110.972611751671,597,10,327,0.450122918181503,"Corporatist","In","Presumed","Informed","No","Ita"
"124","Italy",2001-01-01,17.1,57894,19.2121855711157,25359,24629,2107,2001,6.3,115.417832590597,567,9,311,0.449096624866135,"Corporatist","In","Presumed","Informed","No","Ita"
"125","Italy",2002-01-01,18.1,57994,19.2453706776399,25569,25359,2166,2107,6.4,119.908956098907,537,8,295,0.448322240231748,"Corporatist","In","Presumed","Informed","No","Ita"
"126","Italy",NA,NA,NA,NA,NA,25569,2225,2166,NA,NA,NA,NA,NA,NA,"Corporatist","In","Presumed","Informed","No","Ita"
"127","Ireland",NA,NA,3514,5.00071154119824,12917,11434,791,727,4.4,136.027319294252,825,7,432,0.853727945361411,"Liberal","In","Informed","Informed","Yes","Irl"
"128","Ireland",1991-01-01,19,3534,5.02917318912765,13495,12917,884,791,4.8,125.919637804188,807,6,410,0.848896434634975,"Liberal","In","Informed","Informed","Yes","Irl"
"129","Ireland",1992-01-01,19.5,3558,5.06332716664295,14241,13495,1005,884,5,116.63856098932,787,8,379,0.843170320404722,"Liberal","In","Informed","Informed","Yes","Irl"
"130","Ireland",1993-01-01,17.1,3576,5.08894264977942,14927,14241,1041,1005,5.1,120.525727069351,802,7,374,0.838926174496644,"Liberal","In","Informed","Informed","Yes","Irl"
"131","Ireland",1994-01-01,20.3,3590,5.10886580333001,15990,14927,1119,1041,5,112.534818941504,749,7,392,0.835654596100278,"Liberal","In","Informed","Informed","Yes","Irl"
"132","Ireland",1995-01-01,24.6,3609,5.13590436886296,17789,15990,1208,1119,4.9,121.086173455251,733,8,387,0.831255195344971,"Liberal","In","Informed","Informed","Yes","Irl"
"133","Ireland",1996-01-01,16.8,3636,5.17432759356767,19245,17789,1269,1208,4.7,124.587458745875,719,9,391,0.825082508250825,"Liberal","In","Informed","Informed","Yes","Irl"
"134","Ireland",1997-01-01,20.9,3673,5.22698164223709,22017,19245,1417,1269,4.8,128.777566022325,665,8,394,0.81677103185407,"Liberal","In","Informed","Informed","Yes","Irl"
"135","Ireland",1998-01-01,23.8,3715,5.28675110288886,23995,22017,1487,1417,4.7,123.28398384926,614,11,417,0.807537012113055,"Liberal","In","Informed","Informed","Yes","Irl"
"136","Ireland",1999-01-01,18.7,3756,5.34509748114416,25936,23995,1623,1487,4.6,110.223642172524,663,10,409,0.798722044728434,"Liberal","In","Informed","Informed","Yes","Irl"
"137","Ireland",2000-01-01,17.6,3801,5.40913618898534,27891,25936,1774,1623,4.7,109.181794264667,631,10,394,0.789265982636148,"Liberal","In","Informed","Informed","Yes","Irl"
"138","Ireland",2001-01-01,18.2,3863,5.49736729756653,29703,27891,2059,1774,5.2,106.652860471136,599,10,379,0.776598498576236,"Liberal","In","Informed","Informed","Yes","Irl"
"139","Ireland",2002-01-01,21,3932,5.59555998292301,32571,29703,2367,2059,5.5,95.6256358087487,567,10,364,0.762970498474059,"Liberal","In","Informed","Informed","Yes","Irl"
"140","Ireland",NA,NA,NA,NA,NA,32571,2675,2367,NA,NA,NA,NA,NA,NA,"Liberal","In","Informed","Informed","Yes","Irl"
"141","Netherlands",NA,NA,14952,36.0028894774862,17707,16580,1419,1320,5.4,92.027822364901,649,9,310,0.735687533440342,"SocDem","In","Informed","Informed","Yes","Neth"
"142","Netherlands",1991-01-01,14.9,15070,36.2870214302914,18708,17707,1532,1419,5.7,85.0033178500332,651,11,314,0.72992700729927,"SocDem","In","Informed","Informed","Yes","Neth"
"143","Netherlands",1992-01-01,15.1,15184,36.561521791476,19285,18708,1623,1532,6.1,82.5210748155954,650,12,309,0.724446786090622,"SocDem","In","Informed","Informed","Yes","Neth"
"144","Netherlands",1993-01-01,15.4,15290,36.8167589694197,19856,19285,1700,1623,6.3,80.7717462393721,638,12,295,0.719424460431655,"SocDem","In","Informed","Informed","Yes","Neth"
"145","Netherlands",1994-01-01,13.1,15383,37.0406934745967,20768,19856,1745,1700,6.1,84.3788597802769,616,10,294,0.715075082883703,"SocDem","In","Informed","Informed","Yes","Neth"
"146","Netherlands",1995-01-01,15.2,15459,37.2236937153865,21723,20768,1827,1745,6,86.2927744356039,594,12,286,0.711559609289087,"SocDem","In","Informed","Informed","Yes","Neth"
"147","Netherlands",1996-01-01,15.1,15531,37.3970623645557,22541,21723,1878,1827,5.5,75.9770781018608,577,13,293,0.708260897559719,"SocDem","In","Informed","Informed","Yes","Neth"
"148","Netherlands",1997-01-01,14.4,15611,37.5896941969661,23753,22541,1936,1878,5.5,74.4987508807892,563,13,282,0.704631349689322,"SocDem","In","Informed","Informed","Yes","Neth"
"149","Netherlands",1998-01-01,13,15707,37.8208523958584,24780,23753,2016,1936,5.5,67.8678296301012,552,11,265,0.700324695995416,"SocDem","In","Informed","Informed","Yes","Neth"
"150","Netherlands",1999-01-01,10.9,15812,38.0736816758969,25438,24780,2098,2016,5.5,68.9349860865166,557,12,276,0.695674171515305,"SocDem","In","Informed","Informed","Yes","Neth"
"151","Netherlands",2000-01-01,12.6,15926,38.3481820370816,26873,25438,2196,2098,5.5,67.939218887354,538,11,270,0.690694461886224,"SocDem","In","Informed","Informed","Yes","Neth"
"152","Netherlands",2001-01-01,11.6,16046,38.6371297856971,28756,26873,2455,2196,5.5,61.8845818272467,519,10,264,0.685529103826499,"SocDem","In","Informed","Informed","Yes","Neth"
"153","Netherlands",2002-01-01,12.6,16149,38.8851432699254,28983,28756,2643,2455,5.5,61.1183355006502,500,9,258,0.681156727970772,"SocDem","In","Informed","Informed","Yes","Neth"
"154","Netherlands",NA,NA,NA,NA,NA,28983,2831,2643,NA,NA,NA,NA,NA,NA,"SocDem","In","Informed","Informed","Yes","Neth"
"155","Norway",NA,NA,4242,1.30974434975917,17905,16942,1385,1297,6.4,78.2649693540783,816,11,518,0.235737859500236,"SocDem","Out","Presumed","Informed","No","Nor"
"156","Norway",1991-01-01,15.2,4262,1.31591947634927,19134,17905,1542,1385,6.8,75.7860159549507,758,14,482,0.234631628343501,"SocDem","Out","Presumed","Informed","No","Nor"
"157","Norway",1992-01-01,14.3,4286,1.32332962825738,20128,19134,1643,1542,6.9,75.8282781147923,760,11,463,0.233317778814746,"SocDem","Out","Presumed","Informed","No","Nor"
"158","Norway",1993-01-01,17.1,4312,1.3313572928245,21047,20128,1688,1643,6.8,65.1669758812616,767,10,442,0.23191094619666,"SocDem","Out","Presumed","Informed","No","Nor"
"159","Norway",1994-01-01,16,4337,1.33907620106212,22503,21047,1777,1688,6.7,65.252478671893,696,7,405,0.230574129582661,"SocDem","Out","Presumed","Informed","No","Nor"
"160","Norway",1995-01-01,15.7,4359,1.34586884031123,23868,22503,1892,1777,6.7,69.9701766460197,668,10,412,0.229410415232852,"SocDem","Out","Presumed","Informed","No","Nor"
"161","Norway",1996-01-01,15.1,4381,1.35266147956033,26218,23868,2064,1892,6.6,58.2058890664232,689,10,394,0.228258388495777,"SocDem","Out","Presumed","Informed","No","Nor"
"162","Norway",1997-01-01,15.1,4405,1.36007163146845,27784,26218,2179,2064,6.6,68.7854710556186,646,9,406,0.227014755959137,"SocDem","Out","Presumed","Informed","No","Nor"
"163","Norway",1998-01-01,15.6,4432,1.36840805236507,27323,27784,2314,2179,7.2,79.4223826714802,639,10,408,0.225631768953069,"SocDem","Out","Presumed","Informed","No","Nor"
"164","Norway",1999-01-01,15.5,4462,1.37767074225022,30005,27323,2561,2314,7.3,68.1308830121022,593,8,424,0.224114746750336,"SocDem","Out","Presumed","Informed","No","Nor"
"165","Norway",2000-01-01,17.6,4491,1.38662467580585,35829,30005,2747,2561,6.5,75.9296370518815,554,12,412,0.222667557336896,"SocDem","Out","Presumed","Informed","No","Nor"
"166","Norway",2001-01-01,14.4,4514,1.39372607138446,36554,35829,2946,2747,6.9,60.9215773150199,523,8,383,0.221533008418254,"SocDem","Out","Presumed","Informed","No","Nor"
"167","Norway",2002-01-01,13.7,4538,1.40113622329258,35531,36554,3083,3258,7.4,68.3120317320406,492,4,354,0.220361392684002,"SocDem","Out","Presumed","Informed","No","Nor"
"168","Norway",NA,NA,NA,NA,NA,35531,3220,3409,NA,NA,NA,NA,NA,NA,"SocDem","Out","Presumed","Informed","No","Nor"
"169","Spain",NA,NA,38850,7.67801735212158,12971,12051,865,759,5.3,232.483912483912,862,9,453,0.720720720720721,NA,"Out","Presumed","Informed","No","Spa"
"170","Spain",1991-01-01,20.2,38920,7.6918516176209,13754,12971,946,865,5.3,227.029804727646,856,9,441,0.719424460431655,NA,"Out","Presumed","Informed","No","Spa"
"171","Spain",1992-01-01,21.7,39011,7.70983616277001,14331,13754,1035,946,5.6,200.405013970419,786,8,405,0.71774627669119,NA,"Out","Presumed","Informed","No","Spa"
"172","Spain",1993-01-01,22.6,39096,7.72663491373347,14359,14331,1084,1035,5.8,163.085737671373,752,9,381,0.716185799058727,NA,"Out","Presumed","Informed","No","Spa"
"173","Spain",1994-01-01,25,39166,7.74046917923279,15024,14359,1116,1084,5.6,143.338610018894,719,8,368,0.714905785630394,NA,"Out","Presumed","Informed","No","Spa"
"174","Spain",1995-01-01,27,39223,7.75173422399652,15720,15024,1195,1116,5.5,146.57216429136,681,8,367,0.713866863829896,NA,"Out","Presumed","Informed","No","Spa"
"175","Spain",1996-01-01,26.8,39279,7.76280163639598,16416,15720,1250,1195,5.5,139.565671223809,644,8,362,0.712849105119784,NA,"Out","Presumed","Informed","No","Spa"
"176","Spain",1997-01-01,29,39348,7.77643826953102,17203,16416,1287,1250,5.4,142.421469960354,609,8,361,0.711599064755515,NA,"Out","Presumed","Informed","No","Spa"
"177","Spain",1998-01-01,31.5,39453,7.79718966778,18332,17203,1371,1287,5.4,150.989785314171,597,8,366,0.70970521886802,NA,"Out","Presumed","Informed","No","Spa"
"178","Spain",1999-01-01,33.4,39626,7.83138006679974,19546,18332,1467,1371,5.4,144.803916620401,587,8,351,0.706606773330641,NA,"Out","Presumed","Informed","No","Spa"
"179","Spain",2000-01-01,33.9,40614,8.0266408427044,20017,19546,1493,1467,5.3,142.2169695179,530,9,349,0.689417442261289,NA,"Out","Presumed","Informed","No","Spa"
"180","Spain",2001-01-01,32.5,41201,8.1426510405344,20864,20017,1567,1493,5.4,133.880245625106,473,10,347,0.679595155457392,NA,"Out","Presumed","Informed","No","Spa"
"181","Spain",2002-01-01,33.7,41874,8.27565762169213,21592,20864,1646,1567,5.4,127.692601614367,416,11,345,0.668672684720829,NA,"Out","Presumed","Informed","No","Spa"
"182","Spain",NA,NA,NA,NA,NA,21592,1725,1646,NA,NA,NA,NA,NA,NA,NA,"Out","Presumed","Informed","No","Spa"
"183","Sweden",NA,NA,8559,1.90216908169615,18660,17915,1566,1497,7.5,99.0769949760486,669,12,468,0.701016473887136,"SocDem","Out","Presumed","Informed","No","Swe"
"184","Sweden",1991-01-01,16.4,8617,1.9150591163659,19000,18660,1552,1566,7.2,89.5903446675177,670,14,454,0.696298015550656,"SocDem","Out","Presumed","Informed","No","Swe"
"185","Sweden",1992-01-01,14.9,8668,1.9263934571962,19116,19000,1594,1552,7.3,85.9483156437471,648,13,419,0.692201199815413,"SocDem","Out","Presumed","Informed","No","Swe"
"186","Sweden",1993-01-01,15.2,8719,1.93772779802649,19063,19116,1637,1594,7.5,87.0512673471729,632,12,407,0.688152311044845,"SocDem","Out","Presumed","Informed","No","Swe"
"187","Sweden",1994-01-01,12.8,8781,1.9515068006045,20132,19063,1648,1637,7.1,71.9735793189842,605,12,421,0.683293474547318,"SocDem","Out","Presumed","Informed","No","Swe"
"188","Sweden",1995-01-01,13,8827,1.96172993154947,21290,20132,1733,1648,7.1,66.7270873456441,587,10,379,0.679732638495525,"SocDem","Out","Presumed","Informed","No","Swe"
"189","Sweden",1996-01-01,11.9,8841,1.96484131922838,22029,21290,1845,1733,7.3,64.6985635109151,585,12,363,0.678656260604004,"SocDem","Out","Presumed","Informed","No","Swe"
"190","Sweden",1997-01-01,12.6,8846,1.9659525291137,22756,22029,1870,1845,7.1,60.705403572236,591,10,366,0.678272665611576,"SocDem","Out","Presumed","Informed","No","Swe"
"191","Sweden",1998-01-01,14.6,8851,1.96706373899902,23525,22756,1961,1870,7.2,61.123036944978,588,11,368,0.677889504010846,"SocDem","Out","Presumed","Informed","No","Swe"
"192","Sweden",1999-01-01,12.1,8858,1.96861943283847,25099,23525,2119,1961,7.2,59.9458116956424,571,12,355,0.677353804470535,"SocDem","Out","Presumed","Informed","No","Swe"
"193","Sweden",2000-01-01,10.9,8872,1.97173082051738,26574,25099,2243,2119,7.2,65.3742110009017,555,10,352,0.676284941388638,"SocDem","Out","Presumed","Informed","No","Swe"
"194","Sweden",2001-01-01,12.1,8896,1.97706462796693,26902,26574,2370,2243,7.5,65.535071942446,531,9,382,0.674460431654676,"SocDem","Out","Presumed","Informed","No","Swe"
"195","Sweden",2002-01-01,11,8925,1.9835096453018,27255,26902,2517,2370,7.9,62.7450980392157,507,8,412,0.672268907563025,"SocDem","Out","Presumed","Informed","No","Swe"
"196","Sweden",NA,NA,NA,NA,NA,27255,2664,2517,NA,NA,NA,NA,NA,NA,"SocDem","Out","Presumed","Informed","No","Swe"
"197","Switzerland",NA,NA,6712,16.2557519980625,24648,23009,2040,1915,4.3,142.133492252682,545,13,638,1.04290822407628,"Corporatist",NA,"Presumed","Informed","No","Swiz"
"198","Switzerland",1991-01-01,15.6,6797,16.4616129813514,24879,24648,2220,2040,4.7,126.526408709725,507,13,637,1.02986611740474,"Corporatist",NA,"Presumed","Informed","No","Swiz"
"199","Switzerland",1992-01-01,14.8,6875,16.650520707193,25135,24879,2345,2220,5,121.309090909091,492,14,605,1.01818181818182,"Corporatist",NA,"Presumed","Informed","No","Swiz"
"200","Switzerland",1993-01-01,16.6,6938,16.8031000242189,25316,25135,2384,2345,5.1,104.20870567887,477,16,558,1.00893629287979,"Corporatist",NA,"Presumed","Informed","No","Swiz"
"201","Switzerland",1994-01-01,15.9,6994,16.9387260837975,25901,25316,2457,2384,5.1,97.0832141835859,466,13,562,1.0008578781813,"Corporatist",NA,"Presumed","Informed","No","Swiz"
"202","Switzerland",1995-01-01,13,7041,17.0525550980867,26304,25901,2555,2457,5.2,98.2814941059509,441,10,443,0.994176963499503,"Corporatist",NA,"Presumed","Informed","No","Swiz"
"203","Switzerland",1996-01-01,12.57,7072,17.1276338096391,26180,26304,2654,2555,5.5,87.10407239819,414,11,417,0.989819004524887,"Corporatist",NA,"Presumed","Informed","No","Swiz"
"204","Switzerland",1997-01-01,14.28,7089,17.1688060062969,27675,26180,2812,2654,5.6,82.8043447594865,412,14,407,0.987445337847369,"Corporatist",NA,"Presumed","Informed","No","Swiz"
"205","Switzerland",1998-01-01,15.43,7110,17.2196657786389,28733,27675,2967,2812,5.7,83.9662447257384,390,8,400,0.984528832630098,"Corporatist",NA,"Presumed","Informed","No","Swiz"
"206","Switzerland",1999-01-01,14.42,7144,17.3020101719545,28562,28733,2985,2967,5.8,81.6069428891377,381,10,387,0.979843225083987,"Corporatist",NA,"Presumed","Informed","No","Swiz"
"207","Switzerland",2000-01-01,14,7184,17.3988859287963,29837,28562,3111,2985,5.8,82.4053452115813,354,8,409,0.974387527839644,"Corporatist",NA,"Presumed","Informed","No","Swiz"
"208","Switzerland",2001-01-01,13.19,7233,17.5175587309276,30134,29837,3288,3111,6.2,75.2108392091802,327,6,431,0.967786533941656,"Corporatist",NA,"Presumed","Informed","No","Swiz"
"209","Switzerland",2002-01-01,10.4,7290,17.6556066844272,30725,30134,3445,3288,6.5,70.3703703703704,300,4,453,0.960219478737997,"Corporatist",NA,"Presumed","Informed","No","Swiz"
"210","Switzerland",NA,NA,NA,NA,NA,30725,3602,3446,NA,NA,NA,NA,NA,NA,"Corporatist",NA,"Presumed","Informed","No","Swiz"
"211","United Kingdom",NA,NA,57238,23.5634597175909,16228,15804,977,940,5,94.3778608616653,858,7,326,0.716307348265139,"Liberal","In","Informed","Informed","Yes","UK"
"212","United Kingdom",1991-01-01,14.2,57439,23.6462064138982,16729,16228,1079,977,5.4,82.7486550949703,860,7,311,0.713800727728547,"Liberal","In","Informed","Informed","Yes","UK"
"213","United Kingdom",1992-01-01,14.4,57582,23.7050759540571,17110,16729,1184,1079,5.8,76.0480705776111,818,9,298,0.712028064325657,"Liberal","In","Informed","Informed","Yes","UK"
"214","United Kingdom",1993-01-01,13.9,57711,23.7581820427319,17952,17110,1246,1184,5.9,68.5657846857618,759,12,288,0.710436485245447,"Liberal","In","Informed","Informed","Yes","UK"
"215","United Kingdom",1994-01-01,14.2,57855,23.8174632579968,18994,17952,1331,1246,5.9,65.802437127301,721,10,283,0.708668222279838,"Liberal","In","Informed","Informed","Yes","UK"
"216","United Kingdom",1995-01-01,14.4,58005,23.8792145238977,19998,18994,1393,1331,5.8,64.9081975691751,718,10,279,0.706835617619171,"Liberal","In","Informed","Informed","Yes","UK"
"217","United Kingdom",1996-01-01,13.6,58139,23.9343789881026,20839,19998,1461,1393,5.8,64.5005934054593,698,9,279,0.705206487899689,"Liberal","In","Informed","Informed","Yes","UK"
"218","United Kingdom",1997-01-01,13.4,58283,23.9936602033675,22442,20839,1535,1461,5.5,64.2211279446837,671,7,279,0.703464131908104,"Liberal","In","Informed","Informed","Yes","UK"
"219","United Kingdom",1998-01-01,12.3,58440,24.0582931950105,23343,22442,1607,1535,5.5,61.2765229295003,660,7,274,0.701574264202601,"Liberal","In","Informed","Informed","Yes","UK"
"220","United Kingdom",1999-01-01,12.1,58635,24.1385698406817,24086,23343,1725,1607,5.8,58.3781018163213,640,8,277,0.699241067621728,"Liberal","In","Informed","Informed","Yes","UK"
"221","United Kingdom",2000-01-01,13.2,58817,24.2134947099749,25271,24086,1839,1725,5.9,60.8667562099393,620,9,280,0.69707737558869,"Liberal","In","Informed","Informed","Yes","UK"
"222","United Kingdom",2001-01-01,13.2,59051,24.3098266847804,26720,25271,2012,1839,6.2,60.9303822119862,600,10,283,0.694315083571828,"Liberal","In","Informed","Informed","Yes","UK"
"223","United Kingdom",2002-01-01,13,59232,24.3843398789675,27959,26720,2160,2012,6.4,60.4571853052404,580,11,286,0.692193408968125,"Liberal","In","Informed","Informed","Yes","UK"
"224","United Kingdom",NA,NA,NA,NA,NA,27959,2308,2160,NA,NA,NA,NA,NA,NA,"Liberal","In","Informed","Informed","Yes","UK"
"225","United States",NA,NA,249623,2.59238411937161,23038,22039,2738,2475,4.7,178.665427464617,474,97,576,1.09765526413832,"Liberal","In","Informed","Informed","Yes","USA"
"226","United States",1991-01-01,17.89,252981,2.62725761209003,23443,23038,2957,2738,5.2,164.075562986944,457,103,565,1.08308529099023,"Liberal","In","Informed","Informed","Yes","USA"
"227","United States",1992-01-01,17.62,256514,2.66394851434559,24411,23443,3165,2957,5.5,153.01309090342,447,99,545,1.06816781930031,"Liberal","In","Informed","Informed","Yes","USA"
"228","United States",1993-01-01,18.7,259919,2.6993101113397,25327,24411,3357,3165,5.7,154.471200643277,454,101,559,1.05417456976981,"Liberal","In","Informed","Informed","Yes","USA"
"229","United States",1994-01-01,19.38,263126,2.7326154392575,26578,25327,3500,3357,5.9,154.739554433997,453,96,553,1.0413262087365,"Liberal","In","Informed","Informed","Yes","USA"
"230","United States",1995-01-01,20.14,266278,2.76534958132077,27559,26578,3655,3500,6,157.042639647286,457,88,546,1.02899976716064,"Liberal","In","Informed","Informed","Yes","USA"
"231","United States",1996-01-01,20.1,269394,2.79770985627925,28772,27559,3792,3655,6,156.146759022101,452,80,535,1.01709763394879,"Liberal","In","Informed","Informed","Yes","USA"
"232","United States",1997-01-01,20.09,272647,2.83149290327539,30283,28772,3939,3792,5.9,154.093021379293,443,75,526,1.00496246061758,"Liberal","In","Informed","Informed","Yes","USA"
"233","United States",1998-01-01,21,275854,2.86479823119319,31612,30283,4096,3939,5.8,150.445525531622,428,68,519,0.993279053412312,"Liberal","In","Informed","Informed","Yes","USA"
"234","United States",1999-01-01,20.87,279040,2.89788546996653,33016,31612,4298,4096,5.8,149.50186353211,440,64,514,0.981938073394495,"Liberal","In","Informed","Informed","Yes","USA"
"235","United States",2000-01-01,21.21,282224,2.93095193834516,34590,33016,4538,4298,5.8,148.623079539656,432,61,499,0.970860026078576,"Liberal","In","Informed","Informed","Yes","USA"
"236","United States",2001-01-01,21.31,285318,2.96308373896183,35118,34590,4869,4538,6.2,147.891124990362,424,58,484,0.960331980456894,"Liberal","In","Informed","Informed","Yes","USA"
"237","United States",2002-01-01,21.47,288369,2.99476897609224,36006,35118,5267,4869,6.6,148.472963460011,416,55,469,0.950171481677989,"Liberal","In","Informed","Informed","Yes","USA"
"238","United States",NA,NA,NA,NA,NA,36006,5665,5267,NA,NA,NA,NA,NA,NA,"Liberal","In","Informed","Informed","Yes","USA"
